CheckedEST,Link,Date,C_Alcona,C_Alger,C_Allegan,C_Alpena,C_Antrim,C_Arenac,C_Baraga,C_Barry,C_Bay,C_Benzie,C_Berrien,C_Branch,C_Calhoun,C_Cass,C_Charlevoix,C_Cheboygan,C_Chippewa,C_Clare,C_Clinton,C_Crawford,C_Delta,C_Dickinson,C_Eaton,C_Emmet,C_Genesee,C_Gladwin,C_Gogebic,C_GrandTraverse,C_Gratiot,C_Hillsdale,C_Houghton,C_Huron,C_Ingham,C_Ionia,C_Iosco,C_Iron,C_Isabella,C_Jackson,C_Kalamazoo,C_Kalkaska,C_Kent,C_Keweenaw,C_Lake,C_Lapeer,C_Leelanau,C_Lenawee,C_Livingston,C_Luce,C_Mackinac,C_Macomb,C_Manistee,C_Marquette,C_Mason,C_Mecosta,C_Menominee,C_Midland,C_Missaukee,C_Monroe,C_Montcalm,C_Montmorency,C_Muskegon,C_Newaygo,C_Oakland,C_Oceana,C_Ogemaw,C_Ontonagon,C_Osceola,C_Oscoda,C_Otsego,C_Ottawa,C_PresqueIsle,C_Roscommon,C_Saginaw,C_Sanilac,C_Schoolcraft,C_Shiawassee,C_StClair,C_StJoseph,C_Tuscola,C_VanBuren,C_Washtenaw,C_Wayne,C_Wexford,C_MDOC,C_FCI,C_OutState,C_NR,C_TOTAL,C_Detroit,C_Probable,C_Notes,C_Male,C_Female,C_SexNR,C_0_19,C_20_29,C_30_39,C_40_49,C_50_59,C_60_69,C_70_79,C_80_plus,C_AgeNR,C_Native,C_Asian,C_Black,C_White,C_Many,C_Other,C_RaceNR,C_Hispanic,C_NonHispanic,C_HispanicNR,C_Arab,C_NonArab,C_ArabNR
2020-05-26 17:27,"https://web.archive.org/web/20200526212748/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-26,11,,212,95,12,33,1,61,287,4,596,103,349,78,15,21,2,17,138,58,17,5,178,21,1964,18,5,23,71,170,3,42,705,144,84,,74,438,802,19,3420,,5,188,11,146,392,3,6,6528,11,54,31,19,8,79,16,464,65,5,604,92,8240,85,20,,10,5,100,714,11,21,1000,40,4,236,431,104,186,126,1301,19926,11,3305,138,64,3,55104,10818,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,53%,<1%,3%,11%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,17%,6%,63%,31%,2%,36%,62%
2020-05-27 17:30,"https://web.archive.org/web/20200527213059/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-27,12,,211,95,12,33,1,62,294,4,600,105,351,79,15,21,2,17,142,58,17,5,179,21,1971,18,5,23,74,169,4,42,717,145,89,,74,439,814,19,3454,,5,188,11,147,391,3,6,6558,11,54,31,20,8,80,16,464,65,5,606,96,8260,85,21,,11,5,100,715,11,21,1002,40,4,237,431,109,186,131,1305,19999,11,3548,138,64,16,55608,10872,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,17%,7%,63%,30%,2%,36%,62%
2020-05-28 20:51,"https://web.archive.org/web/20200529005155/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-28,14,,214,94,12,33,1,62,296,4,606,109,357,80,15,21,2,18,139,58,17,5,183,21,1983,18,5,23,74,169,5,44,729,147,90,,76,445,820,19,3540,,5,188,11,150,391,3,8,6586,11,54,31,20,8,81,16,468,65,5,619,101,8281,85,21,,11,5,100,744,11,21,1013,40,4,239,438,110,186,134,1313,20059,11,3604,142,70,3,56014,10903,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,36%,61%
2020-05-29 18:43,"https://web.archive.org/web/20200529224338/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-29,14,,216,94,12,34,1,62,302,4,613,111,361,80,15,21,2,18,139,58,17,5,185,21,1998,18,5,25,74,169,5,44,734,147,94,,76,510,833,19,3596,,7,188,11,151,395,3,8,6616,11,54,32,21,8,81,16,469,65,5,631,103,8311,85,21,,11,5,100,759,11,21,1018,41,4,239,448,112,189,136,1318,20227,11,3749,142,32,24,56621,10929,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-05-30 19:32,"https://web.archive.org/web/20200530233200/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-30,14,,217,94,12,34,1,62,303,4,618,117,365,82,15,21,2,18,139,58,17,5,187,21,2004,18,5,27,74,169,6,44,736,147,94,,77,447,834,19,3642,,5,189,11,151,395,3,8,6624,11,55,32,21,8,82,16,468,65,5,636,105,8319,85,21,,11,5,100,766,11,21,1029,41,4,240,448,118,187,140,1331,20254,11,3914,146,36,7,56884,10937,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-05-31 20:26,"https://web.archive.org/web/20200601002604/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-31,15,,218,94,12,34,1,63,310,4,626,121,371,83,15,21,2,19,139,58,17,5,190,21,2013,18,5,27,74,169,6,48,738,148,94,,77,448,844,19,3715,,6,190,11,153,395,3,8,6695,11,56,32,21,8,82,16,474,66,5,643,105,8396,85,21,,11,5,102,774,11,21,1038,41,4,240,449,119,187,144,1336,20415,11,3933,146,42,4,57397,11041,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-06-01 16:30,"https://web.archive.org/web/20200601203035/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-01,17,,220,95,12,34,1,63,312,4,629,123,372,82,15,21,2,19,140,58,17,5,190,21,2015,18,5,27,74,169,6,48,740,151,95,,77,448,844,19,3748,,6,190,11,154,397,3,8,6707,11,56,32,21,8,82,16,473,66,5,645,107,8407,87,22,,11,5,102,781,11,21,1048,41,4,240,448,119,189,144,1337,20446,12,3933,146,42,2,57532,11058,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-06-02 16:04,"https://web.archive.org/web/20200602200427/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-02,17,,221,95,12,34,1,64,317,4,636,124,386,83,15,21,2,19,140,58,17,5,189,21,2021,18,5,27,76,169,6,48,745,152,96,1,78,456,848,19,3777,,6,191,11,154,397,3,8,6720,11,56,32,21,8,82,16,472,66,5,648,108,8412,89,22,,11,5,102,786,11,21,1050,41,4,240,448,129,189,147,1340,20468,12,3965,147,42,12,57731,11068,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-06-03 17:45,"https://web.archive.org/web/20200603194537/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-03,17,,221,95,12,34,1,64,322,4,643,124,392,84,15,21,2,19,141,58,17,5,192,21,2049,18,5,27,76,170,6,48,746,154,96,1,78,458,850,19,3815,,6,191,11,175,398,3,8,6769,11,56,32,21,8,82,16,473,67,5,657,108,8425,92,22,,12,5,102,797,11,21,1057,42,4,239,452,130,188,149,1341,20541,12,3970,149,45,12,58035,11091,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,8%,5%,16%,7%,63%,30%,2%,37%,61%
2020-06-04 16:14,"https://web.archive.org/web/20200604201433/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-04,17,,223,96,12,34,1,65,326,4,646,126,398,85,15,21,2,19,142,59,17,5,192,21,2046,18,5,28,76,170,7,48,755,154,95,1,78,459,858,19,3851,,6,192,11,155,405,3,8,6790,11,56,32,21,8,82,16,474,69,5,675,111,8438,94,23,,12,5,102,807,11,21,1065,42,4,239,453,133,188,150,1347,20590,12,3987,152,30,12,58241,11116,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on cumulative counts: This report is provisional and subject to change.  As public health investigations of individual cases  continue, there will be corrections to the status and details of referred cases that result in changes to this report.City of Detroit and Wayne County are reported separately. 
*Michigan Department of Corrections 
**Federal Correctional Institute 
Note on jurisdictional classification: In order to provide more accurate data, the “Other” jurisdiction category will no longer be used. Michigan Department of Corrections cases will be listed under “MDOC”. Federal Correctional Institution cases will be listed under “FCI”.",47%,52%,<1%,3%,12%,14%,16%,18%,16%,11%,11%,<1%,<1%,2%,31%,37%,7%,5%,16%,7%,64%,29%,2%,37%,61%
2020-06-05 17:26,"https://web.archive.org/web/20200605212643/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-05,17,,226,95,12,34,1,67,331,4,648,127,407,88,15,21,2,20,142,59,17,5,193,21,2050,18,5,28,77,170,7,49,758,156,95,2,78,459,865,19,3894,,6,192,11,155,407,3,8,6817,11,57,32,21,8,82,16,493,68,5,684,114,8457,93,23,,12,5,102,817,11,21,1081,42,4,239,453,139,192,151,1348,20663,12,3993,154,28,13,58525,11145,5014,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",27742,30616,167,1857,6921,8182,9372,10389,9200,6213,6369,22,225,1310,18229,21968,4313,3160,9320,7%,64%,29%,2%,37%,61%
2020-06-06 19:22,"https://web.archive.org/web/20200606232240/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-06,17,,226,96,12,34,1,69,338,5,652,134,410,91,15,21,2,21,142,59,17,6,193,21,2058,18,5,30,79,172,7,49,766,157,95,2,78,459,872,19,3922,,6,193,11,158,409,3,8,6844,11,57,32,21,8,83,16,494,70,5,686,115,8474,93,23,,12,5,102,820,11,21,1095,42,4,239,452,145,197,154,1350,20713,12,3999,154,27,5,58749,11180,5234,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",27859,30723,167,1874,6953,8219,9411,10430,9228,6231,6381,22,227,1322,18304,22136,4318,3183,9259,7%,64%,29%,2%,38%,60%
2020-06-07 20:07,"https://web.archive.org/web/20200608000738/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-07,17,,228,96,12,34,1,69,340,5,656,136,411,93,15,21,2,21,142,59,17,6,194,21,2062,19,5,31,79,171,7,49,769,157,95,2,78,460,874,19,3941,,6,193,12,158,409,3,8,6847,11,57,32,21,8,83,16,495,71,5,694,115,8481,93,23,,13,5,102,822,11,21,1105,42,4,239,452,146,198,155,1351,20744,12,4005,155,29,4,58870,11196,5543,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",27909,30786,175,1886,6972,8240,9429,10441,9245,6240,6395,22,227,1322,18345,22137,4323,3247,9269,7%,64%,29%,2%,38%,60%
2020-06-08 18:16,"https://web.archive.org/web/20200608221658/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-08,17,,230,99,12,34,1,69,344,5,660,137,416,95,16,21,2,22,142,59,17,6,194,21,2064,19,5,33,79,171,7,49,773,156,95,2,78,460,877,20,3954,,6,193,11,158,410,3,8,6853,11,58,32,21,8,87,16,496,72,5,697,115,8487,93,23,,13,5,102,824,11,21,1107,42,4,239,452,149,201,156,1351,20780,12,4010,155,33,8,58999,11211,5702,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",27983,30844,172,1896,6994,8267,9446,10466,9260,6246,6402,22,228,1325,18384,22194,4333,3261,9274,7%,64%,29%,2%,38%,60%
2020-06-09 15:47,"https://web.archive.org/web/20200609194746/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-09,17,,232,100,12,34,1,69,346,5,663,139,421,95,16,21,2,22,145,59,17,6,195,21,2068,19,6,34,79,170,7,51,769,158,95,2,78,461,878,19,3966,,6,193,12,158,412,3,8,6836,11,59,32,21,9,90,16,496,73,5,702,117,8495,94,23,,13,5,102,824,11,21,1108,41,4,239,450,151,202,158,1353,20828,12,4010,156,42,8,59107,11235,5891,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28035,30897,175,1906,7018,8279,9461,10477,9275,6260,6409,22,230,1330,18471,22357,4307,3273,9139,7%,64%,29%,2%,38%,60%
2020-06-10 19:24,"https://web.archive.org/web/20200610232425/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-10,17,1,234,102,13,34,1,70,333,5,664,141,426,97,16,21,2,23,145,59,17,6,195,21,2073,20,5,34,79,170,8,52,772,158,95,2,79,462,883,19,4002,1,6,192,12,158,414,3,8,6839,11,59,32,21,9,99,17,496,74,5,714,120,8503,95,23,,13,5,102,831,11,21,1110,41,4,240,453,153,203,174,1358,20865,12,4025,159,23,8,59278,11253,5904,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28123,30982,173,1929,7043,8316,9492,10499,9291,6275,6410,23,232,1340,18571,22526,4302,3298,9009,7%,64%,29%,2%,38%,60%
2020-06-11 19:23,"https://web.archive.org/web/20200611193817/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-11,17,1,237,103,13,34,1,70,345,5,668,146,427,99,16,21,2,23,145,59,17,6,195,21,2077,20,5,34,80,170,8,52,793,158,95,2,79,466,885,19,4029,1,6,193,12,159,414,3,8,6847,11,59,32,21,9,101,17,496,74,5,717,120,8518,95,23,,13,5,102,840,12,21,1117,41,4,240,453,159,204,174,1366,20914,12,4040,161,30,4,59496,11264,5953,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28240,31086,170,1953,7087,8349,9525,10534,9314,6291,6421,22,235,1344,18647,22657,4299,3316,8998,7%,64%,29%,2%,38%,60%
2020-06-12 15:38,"https://web.archive.org/web/20200612233845/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-12,17,1,240,104,13,34,1,71,342,5,668,147,429,101,17,21,2,23,145,59,18,6,195,21,2078,20,5,35,79,170,8,52,779,158,96,2,79,462,890,19,4044,1,6,193,12,160,414,3,8,6857,11,59,32,21,9,106,17,496,73,5,720,120,8533,97,23,,13,5,102,851,12,21,1117,42,4,241,454,163,205,179,1367,20946,12,4050,163,36,6,59621,11284,6051,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28311,31146,164,1968,7113,8372,9541,10550,9328,6303,6425,21,236,1350,18705,22776,4310,3331,8913,7%,64%,29%,2%,39%,59%
2020-06-13 15:32,"https://web.archive.org/web/20200613193251/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-13,18,1,241,104,13,34,1,71,337,5,673,150,431,101,17,21,2,23,145,59,18,6,195,21,2084,20,5,35,81,170,8,52,785,158,96,2,80,464,892,19,4054,1,6,193,12,161,414,3,8,6875,11,59,32,22,9,112,17,497,73,5,721,121,8552,99,23,,17,5,102,857,12,21,1121,43,4,241,457,167,206,180,1372,20999,13,4050,164,44,8,59801,11305,6035,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28403,31231,167,1988,7151,8408,9576,10568,9343,6314,6432,21,237,1352,18758,22907,4319,3326,8902,7%,64%,29%,2%,39%,59%
2020-06-14 19:23,"https://web.archive.org/web/20200614232342/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-14,18,1,243,104,13,34,1,71,338,5,676,221,433,102,17,21,2,24,146,59,18,6,196,21,2084,20,5,35,81,170,8,52,785,158,96,2,81,464,894,19,4087,1,6,194,12,163,414,3,8,6886,11,59,32,22,9,111,17,498,73,5,727,122,8559,99,23,,17,5,102,862,12,21,1126,43,4,242,459,169,207,183,1373,21023,13,4052,164,47,1,59990,11323,6064,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28518,31302,170,2006,7192,8452,9603,10586,9367,6326,6437,21,237,1354,18794,22958,4326,3353,8968,7%,64%,29%,2%,39%,59%
2020-06-15 19:13,"https://web.archive.org/web/20200615231309/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-15,18,1,243,104,13,34,1,71,338,5,676,221,434,102,17,21,2,24,146,61,18,6,196,21,2086,20,5,35,81,170,8,52,782,158,96,3,81,464,895,19,4086,1,6,194,12,163,415,3,8,6895,11,59,32,22,9,112,18,498,73,5,729,122,8564,104,23,,18,5,102,866,12,21,1129,42,4,242,459,175,207,182,1375,21061,14,4058,165,34,1,60064,11343,6021,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28558,31334,172,2014,7209,8460,9616,10597,9375,6329,6443,21,238,1357,18814,22997,4333,3360,8965,7%,64%,29%,2%,39%,59%
2020-06-16 15:55,"https://web.archive.org/web/20200616205507/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-16,18,1,246,104,13,34,1,71,338,5,676,223,438,103,17,21,2,24,146,61,18,6,196,21,2091,20,5,35,81,170,8,52,781,158,96,3,83,465,898,19,4101,1,6,194,12,163,417,3,8,6926,11,59,32,23,9,111,18,499,74,5,729,123,8595,108,23,,18,5,102,865,12,21,1136,42,4,242,459,181,211,183,1382,21049,14,4057,166,35,7,60189,11258,6080,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28613,31401,175,2031,7244,8469,9639,10610,9389,6332,6455,20,239,1365,18861,23101,4325,3366,8932,7%,64%,28%,2%,39%,59%
2020-06-17 15:09,"https://web.archive.org/web/20200617190958/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-06-17,18,2,246,104,13,34,1,72,339,5,677,224,442,105,17,21,2,24,147,61,18,6,198,21,2097,20,5,35,81,170,8,52,781,160,96,3,83,466,909,19,4124,1,6,195,12,163,417,3,8,6936,11,59,32,23,9,114,18,498,74,5,735,124,8602,111,23,,18,5,102,868,12,21,1139,42,4,242,459,187,213,186,1389,21129,14,4066,168,40,4,60393,11301,6104,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",28707,31514,172,2047,7286,8505,9675,10639,9414,6346,6460,21,241,1373,18946,23280,4328,3379,8846,7%,65%,28%,2%,39%,59%
